Week,CoVHKU1,CoVNL63,CoVOC43,CoV229E
2016-07-02,0.098392915710,0.065595277140,0.852738602821,0.163988192850
2016-07-09,0.176418700382,0.147015583652,0.970302852102,0.294031167304
2016-07-16,0.028425241615,0.028425241615,0.682205798749,0.312677657760
2016-07-23,0.087591240876,0.087591240876,0.905109489051,0.233576642336
2016-07-30,0.059470710675,0.029735355337,0.624442462087,0.208147487362
2016-08-06,0.031075201989,0.248601615911,0.310752019888,0.217526413922
2016-08-13,0.151975683891,0.091185410334,0.516717325228,0.212765957447
2016-08-20,0.000000000000,0.082079343365,0.410396716826,0.054719562244
2016-08-27,0.000000000000,0.232919254658,0.828157349896,0.232919254658
2016-09-03,0.067294751009,0.089726334679,0.807537012113,0.224315836698
2016-09-10,0.000000000000,0.175708324182,0.461234350977,0.131781243136
2016-09-17,0.000000000000,0.153022188217,0.363427697016,0.153022188217
2016-09-24,0.018258170531,0.127807193719,0.584261457002,0.146065364251
2016-10-01,0.017765144786,0.088825723930,0.532954343578,0.124356013502
2016-10-08,0.033823778116,0.101471334348,0.811770674784,0.135295112464
2016-10-15,0.032792261026,0.131169044106,0.606656828988,0.065584522053
2016-10-22,0.000000000000,0.079428117554,0.603653693407,0.206513105639
2016-10-29,0.000000000000,0.187764043186,0.844938194336,0.281646064779
2016-11-05,0.030868961259,0.169779286927,1.018675721562,0.231517209446
2016-11-12,0.044267374945,0.177069499779,1.209974915154,0.191825291427
2016-11-19,0.013861935126,0.194067091766,1.635708344885,0.207929026892
2016-11-26,0.030184123151,0.211288862059,2.007244189556,0.392393600966
2016-12-03,0.012581781580,0.264217413186,2.755410166080,0.553598389532
2016-12-10,0.292397660819,0.394101195017,3.674040172896,0.495804729214
2016-12-17,0.035310734463,0.423728813559,5.355461393597,0.941619585687
2016-12-24,0.096649484536,0.365120274914,5.423109965636,1.192010309278
2016-12-31,0.092047128130,0.460235640648,6.857511045655,1.527982326951
2017-01-07,0.035790980673,0.456335003579,6.505010737294,1.628489620616
2017-01-14,0.124168514412,0.443458980044,5.685144124169,2.084257206208
2017-01-21,0.070834071188,0.380733132637,6.074021604392,2.045333805560
2017-01-28,0.051997573447,0.684634717047,5.667735505676,2.591212410088
2017-02-04,0.016616816218,0.839149219010,4.710867397807,3.248587570621
2017-02-11,0.080411707945,0.755870054680,4.567385011258,3.940173689289
2017-02-18,0.088809946714,0.855804941062,3.568545131600,4.222509284676
2017-02-25,0.075827786671,0.690875389671,3.066812705367,3.841941191339
2017-03-04,0.083179297597,0.739371534196,2.818853974122,3.188539741220
2017-03-11,0.084833631822,0.782354604581,2.233952304647,2.780657931945
2017-03-18,0.049985004499,0.669799060282,2.209337198840,2.609217234830
2017-03-25,0.142622051563,0.778935820077,1.656609983544,2.380691168404
2017-04-01,0.140318054256,0.491113189897,1.590271281572,1.789055191768
2017-04-08,0.105757931845,0.423031727380,1.022326674501,1.151586368978
2017-04-15,0.076219512195,0.482723577236,1.041666666667,1.016260162602
2017-04-22,0.147710487445,0.496844366859,0.644554854304,0.644554854304
2017-04-29,0.095315904139,0.503812636166,0.680827886710,0.558278867102
2017-05-06,0.117336462306,0.410677618070,0.440011733646,0.425344675858
2017-05-13,0.231231694158,0.570371512255,0.585786958532,0.385386156929
2017-05-20,0.153186274510,0.306372549020,0.444240196078,0.382965686275
2017-05-27,0.054694621696,0.401093892434,0.510483135825,0.346399270738
2017-06-03,0.119213192927,0.437115040731,0.576197099146,0.178819789390
2017-06-10,0.083734561440,0.188402763241,0.397739166841,0.146535482520
2017-06-17,0.065274200000,0.239338600000,0.130548300000,0.021758100000
2017-06-24,0.094899200000,0.142348800000,0.189798300000,0.094899200000
2017-07-01,0.059119100000,0.118238300000,0.325155200000,0.029559600000
2017-07-08,0.218698700000,0.164024100000,0.355385500000,0.082012000000
2017-07-15,0.026511100000,0.318133600000,0.397667000000,0.053022300000
2017-07-22,0.106016400000,0.238537000000,0.397561600000,0.106016400000
2017-07-29,0.083542200000,0.222779200000,0.250626600000,0.055694800000
2017-08-05,0.089206100000,0.416295000000,0.208147500000,0.059470700000
2017-08-12,0.145433400000,0.290866800000,0.232693400000,0.029086700000
2017-08-19,0.025094100000,0.552070300000,0.225846900000,0.050188200000
2017-08-26,0.123395900000,0.320829200000,0.148075000000,0.000000000000
2017-09-02,0.088183400000,0.661375700000,0.198412700000,0.022045900000
2017-09-09,0.109289600000,0.524590200000,0.153005500000,0.043715800000
2017-09-16,0.054585200000,0.454876300000,0.109170300000,0.054585200000
2017-09-23,0.070397700000,0.527983100000,0.175994400000,0.035198900000
2017-09-30,0.118123500000,0.691866400000,0.185622700000,0.050624400000
2017-10-07,0.096169300000,0.769354100000,0.208366700000,0.016028200000
2017-10-14,0.159642400000,0.782247800000,0.191570900000,0.000000000000
2017-10-21,0.254300700000,0.882572900000,0.284218400000,0.029917700000
2017-10-28,0.460034500000,1.135710200000,0.589419200000,0.014376100000
2017-11-04,0.649167400000,1.213660700000,0.508044000000,0.014112300000
2017-11-11,0.719895300000,1.832460700000,0.890052400000,0.026178000000
2017-11-18,0.823867200000,2.384221700000,1.185869400000,0.049931300000
2017-11-25,0.920456100000,2.788844600000,1.360076900000,0.027476300000
2017-12-02,1.632927000000,4.004026400000,1.577004800000,0.156582000000
2017-12-09,1.515319100000,4.169892700000,1.747594300000,0.033182200000
2017-12-16,1.956331900000,5.030567700000,1.703056800000,0.026200900000
2017-12-23,2.854715400000,5.412064600000,2.633814800000,0.050977100000
2017-12-30,3.241335000000,5.142811300000,2.575417200000,0.072208000000
2018-01-06,3.257885000000,4.304267200000,2.152133600000,0.044526900000
2018-01-13,3.022548100000,3.160879800000,2.441554800000,0.034582900000
2018-01-20,2.895822800000,2.642438300000,1.780931000000,0.050676900000
2018-01-27,3.027238400000,2.440668800000,1.827130500000,0.053937400000
2018-02-03,3.244435800000,1.933683700000,1.992083600000,0.116799700000
2018-02-10,3.196498400000,1.890045800000,1.624776200000,0.033158700000
2018-02-17,2.739824500000,1.495757200000,1.423845800000,0.050338000000
2018-02-24,2.197713700000,1.360489500000,1.312188100000,0.040251200000
2018-03-03,1.663237300000,0.865912200000,1.157407400000,0.042866900000
2018-03-10,1.699933100000,0.849966600000,1.069620900000,0.066851300000
2018-03-17,1.255060700000,0.708502000000,0.748987900000,0.030364400000
2018-03-24,0.953529200000,0.602805800000,0.734327000000,0.087680800000
2018-03-31,0.935812800000,0.419916000000,0.947810400000,0.023995200000
2018-04-07,0.769600800000,0.348725300000,0.493025500000,0.108225100000
2018-04-14,0.614218500000,0.339780400000,0.483533700000,0.078410900000
2018-04-21,0.646492400000,0.288858300000,0.632737300000,0.110041300000
2018-04-28,0.471293900000,0.228506100000,0.471293900000,0.085689800000
2018-05-05,0.427215200000,0.237341800000,0.791139200000,0.110759500000
2018-05-12,0.263765200000,0.131882600000,0.494559800000,0.131882600000
2018-05-19,0.266193400000,0.230701000000,0.425909500000,0.070984900000
2018-05-26,0.182548400000,0.182548400000,0.383351600000,0.054764500000
2018-06-02,0.140986900000,0.140986900000,0.523665700000,0.161127900000
2018-06-09,0.239760200000,0.179820200000,0.259740300000,0.159840200000
2018-06-16,0.150894600000,0.107781800000,0.517352900000,0.086225500000
2018-06-23,0.155590100000,0.177817300000,0.244498800000,0.066681500000
2018-06-30,0.070955500000,0.165562900000,0.402081400000,0.118259200000
2018-07-07,0.050929500000,0.101858900000,0.331041500000,0.127323700000
2018-07-14,0.076103500000,0.126839200000,0.329781800000,0.076103500000
2018-07-21,0.077479300000,0.180785100000,0.387396700000,0.154958700000
2018-07-28,0.076628400000,0.102171100000,0.357599000000,0.229885100000
2018-08-04,0.085034000000,0.028344700000,0.311791400000,0.085034000000
2018-08-11,0.076923100000,0.153846200000,0.410256400000,0.153846200000
2018-08-18,0.000000000000,0.100326100000,0.326059700000,0.125407600000
2018-08-25,0.094295100000,0.400754400000,0.306459200000,0.094295100000
2018-09-01,0.021463800000,0.300493700000,0.279029800000,0.107319200000
2018-09-08,0.000000000000,0.203790500000,0.285306700000,0.122274300000
2018-09-15,0.089190200000,0.178380300000,0.410274700000,0.214056400000
2018-09-22,0.017061900000,0.358300600000,0.511858000000,0.102371600000
2018-09-29,0.000000000000,0.416458400000,0.516408500000,0.149925000000
2018-10-06,0.015243900000,0.289634100000,0.655487800000,0.167682900000
2018-10-13,0.043265100000,0.288433800000,0.706662800000,0.100951800000
2018-10-20,0.013530000000,0.365309200000,0.554728700000,0.067649800000
2018-10-27,0.013029300000,0.325732900000,0.872964200000,0.195439700000
2018-11-03,0.100857300000,0.390822000000,1.298537600000,0.151285900000
2018-11-10,0.024411100000,0.414988400000,0.939826700000,0.146466500000
2018-11-17,0.073117200000,0.511820600000,1.169875700000,0.255910300000
2018-11-24,0.038550500000,0.591107700000,2.133127700000,0.308404000000
2018-12-01,0.096795000000,0.785115100000,2.269305200000,0.365670000000
2018-12-08,0.098522200000,0.711549000000,2.802408300000,0.525451600000
2018-12-15,0.142537200000,1.028303800000,4.123396500000,0.671960900000
2018-12-22,0.145999600000,1.226396700000,5.129453000000,0.525598600000
2018-12-29,0.232716000000,1.386599400000,6.196063200000,0.766023500000
2019-01-05,0.193781400000,1.576675800000,5.566810500000,1.012948100000
2019-01-12,0.210766700000,1.598313900000,6.068323500000,1.001141700000
2019-01-19,0.299065400000,1.906542100000,5.803738300000,1.177570100000
2019-01-26,0.308382400000,2.158676800000,5.747126400000,1.476497500000
2019-02-02,0.319158100000,2.190977300000,4.787371700000,1.535409300000
2019-02-09,0.350818600000,2.539258300000,4.627464100000,1.687270300000
2019-02-16,0.331592500000,2.636160200000,4.078587400000,1.649672600000
2019-02-23,0.293427200000,2.540241400000,3.470824900000,2.062374200000
2019-03-02,0.331345300000,2.799867500000,2.932405600000,1.855533500000
2019-03-09,0.485317100000,2.772065500000,2.804968300000,1.817882700000
2019-03-16,0.292255200000,2.411105700000,2.273096300000,1.802240600000
2019-03-23,0.433415500000,2.167077400000,1.776153700000,1.988612200000
2019-03-30,0.459059400000,1.508338000000,1.573917900000,1.742552000000
2019-04-06,0.448103400000,1.490204300000,1.427678200000,1.479783200000
2019-04-13,0.561070300000,1.068191600000,1.132930500000,1.391886100000
2019-04-20,0.454704400000,0.886090700000,0.909408900000,1.154249700000
2019-04-27,0.350283900000,0.833434000000,0.869670300000,0.785119000000
2019-05-04,0.448660400000,0.499935900000,0.679400100000,0.846045400000
2019-05-11,0.471371100000,0.415915700000,0.388188000000,0.526826600000
2019-05-18,0.418526800000,0.306919600000,0.390625000000,0.530133900000
2019-05-25,0.695389300000,0.317460300000,0.498866200000,0.529100500000
2019-06-01,0.808753600000,0.158579100000,0.539169000000,0.333016200000
2019-06-08,0.307955500000,0.119760500000,0.239521000000,0.290846900000
2019-06-15,0.381194400000,0.217825400000,0.381194400000,0.308586000000
2019-06-22,0.267993900000,0.076569700000,0.210566600000,0.210566600000
2019-06-29,0.264281400000,0.101646700000,0.264281400000,0.203293400000
2019-07-06,0.245398800000,0.081799600000,0.163599200000,0.163599200000
2019-07-13,0.344827600000,0.134099600000,0.134099600000,0.210728000000
2019-07-20,0.306560400000,0.143061500000,0.122624200000,0.224811000000
2019-07-27,0.189433800000,0.084192800000,0.042096400000,0.147337400000
2019-08-03,0.302114800000,0.107898100000,0.064738900000,0.107898100000
2019-08-10,0.275657300000,0.169635300000,0.084817600000,0.084817600000
2019-08-17,0.330546400000,0.116663400000,0.116663400000,0.136107300000
2019-08-24,0.238284400000,0.059571100000,0.119142200000,0.119142200000
2019-08-31,0.274536700000,0.137268400000,0.188744000000,0.068634200000
2019-09-07,0.129303400000,0.193955100000,0.048488800000,0.016162900000
2019-09-14,0.099108000000,0.169899500000,0.056633200000,0.042474900000
2019-09-21,0.110041300000,0.123796400000,0.041265500000,0.013755200000
2019-09-28,0.114942500000,0.153256700000,0.089399700000,0.038314200000
2019-10-05,0.133749400000,0.144895200000,0.078020500000,0.078020500000
2019-10-12,0.206364700000,0.141196900000,0.076029100000,0.043445200000
2019-10-19,0.169437700000,0.148258000000,0.137668100000,0.021179700000
2019-10-26,0.282144300000,0.171301900000,0.110842400000,0.050382900000
2019-11-02,0.359389000000,0.229609700000,0.129779400000,0.019966100000
2019-11-09,0.559819400000,0.234763000000,0.135440200000,0.036117400000
2019-11-16,0.950266400000,0.266429800000,0.168738900000,0.017762000000
2019-11-23,1.030426000000,0.405679500000,0.202839800000,0.016227200000
2019-11-30,1.377696900000,0.311931400000,0.268607600000,0.103977100000
2019-12-07,2.011472800000,0.506593200000,0.305445900000,0.096848700000
2019-12-14,2.681548100000,0.521814800000,0.500072500000,0.108711400000
2019-12-21,3.712458300000,0.688264700000,0.514460500000,0.132091200000
2019-12-28,4.526836200000,0.748587600000,0.692090400000,0.070621500000
2020-01-04,4.685426100000,0.869392100000,0.657021500000,0.066365800000
2020-01-11,4.609670800000,0.779201900000,0.779201900000,0.174774200000
2020-01-18,5.095541400000,1.019108300000,0.695737400000,0.225379700000